,Visual,Somatomotor,DorsalAttn,SalVentAttn,Limbic,FrontoParietal,DefaultMode,Complete
Sub_42_SCHZ,1.0284882307301386,1.0868024927953914,1.1901990933123343,1.0337211971846505,0.9810331294917918,1.0289335378514841,1.1220091874365092,0.9564525843446539
Sub_43_CTRL,0.8151703238324721,0.831289616726856,0.8591154002084858,1.0431521719697434,0.8284922850768451,0.9079743218704234,0.837072217140296,0.9375370453175575
Sub_43_SCHZ,1.1225311108888003,1.1909291576459184,0.9502094871869321,0.9373491259584069,0.9120475498591188,1.0603310359746465,1.059731650035749,0.9137108851607243
Sub_44_CTRL,0.7789071368269096,0.9121093811371341,0.8049256789802863,0.8053327267522628,0.7570447555386993,0.7546078362220662,0.6995438457580798,0.827268903529486
Sub_44_SCHZ,1.2069358901111011,1.0990586978952854,0.9974046715560162,1.1053864781328975,1.0899438656908376,0.9774000226404853,1.1479673764150682,1.0148314788663997
Sub_45_CTRL,0.9055255351689399,1.0317743807269097,1.0029913382546503,1.0173027826233043,1.065195242188377,0.9426875898779553,0.969893887888262,0.9546369208652576
Sub_45_SCHZ,0.9201738684517183,1.0038281892820424,0.911851842906881,0.9379004207315826,0.893461391268249,0.9084696263046311,0.989260089900769,0.8889703313419728
Sub_46_CTRL,0.8217851492345574,0.6725153975946551,0.6982494817633327,0.506131930092039,0.5434443495303933,0.6507754521617868,0.45346351706593524,0.6914061827329896
Sub_46_SCHZ,1.004770766015332,0.9316310086343755,0.9683610279191441,1.0267566772321801,1.0260150141036173,1.011214971172491,1.1496440158946015,0.897878387173541
Sub_47_CTRL,0.6018813914863961,0.8632872808775881,1.0320233756345663,0.9278970305285869,0.7520514496716146,0.7950266465478727,0.7796603415114347,0.8014485831953799
Sub_47_SCHZ,0.9962895995613517,0.9266250948011553,0.9257556858839715,0.9157008154702322,0.9181404588559173,0.9262513456710101,0.9480109551219396,0.8890059998382345
Sub_48_CTRL,0.8611329011859968,1.0720739170831237,1.0932294574032082,1.1081356770035475,1.06434298701406,1.116505169919455,0.9294989278619967,1.2007457293062305
Sub_48_SCHZ,0.8925541883493422,0.9396582926519439,1.0657974017737233,0.9035504825227136,0.8835120712088372,0.9317152809566707,0.7258985661097095,0.9250661283807817
Sub_49_CTRL,0.7750865767102917,0.7649675058839863,0.8682939249864198,0.8940078575842515,0.7750706085884294,0.763882863855043,0.724166839589948,0.762098468675018
Sub_49_SCHZ,0.8139143802482838,1.0429460790503262,0.9872632519537848,0.9499969536200356,0.957503365133592,0.9877851460716844,0.8656205515427681,0.9582095266857615
Sub_50_CTRL,0.8182545707419546,0.7856524669376344,0.7938356192605204,0.7922378930492103,0.795618460770106,0.7875538249481792,0.9432696406178511,0.8518116729940519
Sub_50_SCHZ,0.8521866104775041,0.9736021405467401,0.9755542835052198,0.9460620677350375,0.884650377737333,1.083938816336983,1.1067479823124482,0.8936466976804471
